Domain,"Variable Description","Key Analysis Variable","Flags for Analysis","ANALYSIS DATASET(S) INCLUSION","CB STANDARIZED variable
[max 12 characters = study (C_) + domain (XX) + name (8 char)]","CB SOURCE variable","Type/ Length",Origin,"CB categorical values as they appear on Survey","CB calculation/format","CB timepoints (weeks)","CB SOURCE: Data table(s) (for raw variables only)","CB CRF # (for raw variables only) and Q#",Notes,"BACPAC Harmonization","Reference Documents (original ques/measurement text, code, etc)",References
QOL,"PROMIS Fatigue 4a T-score (range: 33.7-75.8, higher=more fatigued)",Yes,,,C_QLPROMFATT,PROMIS_FATIGUE_TSCORE,Num/2.1,Derived,NA,"Continuous / BEST12.

Ppt must answer all questions to receive a t-score.

Mapped raw score to T-score using Fatigue 4a scoring table 
IF PROMIS_FATIGUE_RAW_SUM=4 THEN PROMIS_FATIGUE_TSCORE=33.7;
ELSE IF PROMIS_FATIGUE_RAW_SUM=5 THEN PROMIS_FATIGUE_TSCORE=39.7;
ELSE IF PROMIS_FATIGUE_RAW_SUM=6 THEN PROMIS_FATIGUE_TSCORE=43.1;
ELSE IF PROMIS_FATIGUE_RAW_SUM=7 THEN PROMIS_FATIGUE_TSCORE=46.0;
ELSE IF PROMIS_FATIGUE_RAW_SUM=8 THEN PROMIS_FATIGUE_TSCORE=48.6;
ELSE IF PROMIS_FATIGUE_RAW_SUM=9 THEN PROMIS_FATIGUE_TSCORE=51.0;
ELSE IF PROMIS_FATIGUE_RAW_SUM=10 THEN PROMIS_FATIGUE_TSCORE=53.1;
ELSE IF PROMIS_FATIGUE_RAW_SUM=11 THEN PROMIS_FATIGUE_TSCORE=55.1;
ELSE IF PROMIS_FATIGUE_RAW_SUM=12 THEN PROMIS_FATIGUE_TSCORE=57.0;
ELSE IF PROMIS_FATIGUE_RAW_SUM=13 THEN PROMIS_FATIGUE_TSCORE=58.8;
ELSE IF PROMIS_FATIGUE_RAW_SUM=14 THEN PROMIS_FATIGUE_TSCORE=60.7;
ELSE IF PROMIS_FATIGUE_RAW_SUM=15 THEN PROMIS_FATIGUE_TSCORE=62.7;
ELSE IF PROMIS_FATIGUE_RAW_SUM=16 THEN PROMIS_FATIGUE_TSCORE=64.6;
ELSE IF PROMIS_FATIGUE_RAW_SUM=17 THEN PROMIS_FATIGUE_TSCORE=66.7;
ELSE IF PROMIS_FATIGUE_RAW_SUM=18 THEN PROMIS_FATIGUE_TSCORE=69.0;
ELSE IF PROMIS_FATIGUE_RAW_SUM=19 THEN PROMIS_FATIGUE_TSCORE=71.6;
ELSE IF PROMIS_FATIGUE_RAW_SUM=20 THEN PROMIS_FATIGUE_TSCORE=75.8;","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all questions to receive a t-score. For scoring see https://staging.healthmeasures.net/images/PROMIS/manuals/Scoring_Manual_Only/PROMIS_Fatigue_Scoring_Manual_28June2022.pdf",MRC,"Promis fatigue 4a",
QOL,"PROMIS Sleep Disturbance T-score (range: 31.7-76.1, higher=more disturbance)",Yes,,,C_QLPROMSLPT,PROMIS_SLEEP_DISTURBANCE_TSCORE,Num/2.1,Derived,NA,"Continuous / BEST12.

Ppt must answer all questions to receive a t-score.

Mapped raw score to T-score using Sleep Disturbance 6a scoring table 
(NOTE:TSCORE MAPPINGS FROM DAC AND PROMIS SCORING MANUAL MATCH)
IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=6 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=31.7;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=7 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=36.9;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=8 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=40.1;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=9 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=42.5;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=10 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=44.6;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=11 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=46.4;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=12 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=48.0;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=13 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=49.5;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=14 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=50.9;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=15 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=52.3;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=16 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=53.6;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=17 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=54.8;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=18 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=56.1;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=19 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=57.3;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=20 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=58.5;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=21 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=59.7;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=22 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=61.0;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=23 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=62.3;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=24 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=63.6;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=25 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=65.0;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=26 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=66.5;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=27 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=68.1;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=28 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=70.0;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=29 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=72.4;
ELSE IF PROMIS_SLEEP_DISTURBANCE_RAW_SUM=30 THEN PROMIS_SLEEP_DISTURBANCE_TSCORE=76.1; ","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all questions to receive a t-score. For scoring see https://staging.healthmeasures.net/images/PROMIS/manuals/Scoring_Manual_Only/PROMIS_Sleep_Scoring_Manual_03June2022.pdf",HEAL,"Promis sleep 6a",
QOL,"PROMIS Social Roles and Activities 4a T-score (range: 27.5-64.2, higher=more social)",Yes,,,C_QLPRSR4AT,PROMIS_SOCIAL_ROLES_TSCORE,Num/2.1,Derived,NA,"Continuous / BEST12.

Ppt must answer all questions to receive a t-score.

IF PROMIS_SOCIAL_ROLES_RAW_SUM=4 THEN PROMIS_SOCIAL_ROLES_TSCORE=27.5;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=5 THEN PROMIS_SOCIAL_ROLES_TSCORE=31.8;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=6 THEN PROMIS_SOCIAL_ROLES_TSCORE=34.0;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=7 THEN PROMIS_SOCIAL_ROLES_TSCORE=35.7;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=8 THEN PROMIS_SOCIAL_ROLES_TSCORE=37.3;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=9 THEN PROMIS_SOCIAL_ROLES_TSCORE=38.8;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=10 THEN PROMIS_SOCIAL_ROLES_TSCORE=40.5;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=11 THEN PROMIS_SOCIAL_ROLES_TSCORE=42.3;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=12 THEN PROMIS_SOCIAL_ROLES_TSCORE=44.2;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=13 THEN PROMIS_SOCIAL_ROLES_TSCORE=46.2;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=14 THEN PROMIS_SOCIAL_ROLES_TSCORE=48.1;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=15 THEN PROMIS_SOCIAL_ROLES_TSCORE=50.0;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=16 THEN PROMIS_SOCIAL_ROLES_TSCORE=51.9;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=17 THEN PROMIS_SOCIAL_ROLES_TSCORE=53.7;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=18 THEN PROMIS_SOCIAL_ROLES_TSCORE=55.8;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=19 THEN PROMIS_SOCIAL_ROLES_TSCORE=58.3;	
ELSE IF PROMIS_SOCIAL_ROLES_RAW_SUM=20 THEN PROMIS_SOCIAL_ROLES_TSCORE=64.2;","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all questions to receive a t-score.",MRC,"Promis social role 4a",
QOL,"PROMIS Cognitive Function 2a T-score (range: 29.5-61.2, higher=more cog fxn)",Yes,,,C_QLPRCF2AT,PROMIS_COGNITIVE_FXN_TSCORE,Num/2.1,Derived,NA,"Continuous/BEST12.

Ppt must answer all questions to receive a t-score.

IF PROMIS_COGNITIVE_FXN_RAW_SUM=2 THEN PROMIS_COGNITIVE_FXN_TSCORE=29.5;
ELSE IF PROMIS_COGNITIVE_FXN_RAW_SUM=3 THEN PROMIS_COGNITIVE_FXN_TSCORE=34.4;
ELSE IF PROMIS_COGNITIVE_FXN_RAW_SUM=4 THEN PROMIS_COGNITIVE_FXN_TSCORE=38.0;
ELSE IF PROMIS_COGNITIVE_FXN_RAW_SUM=5 THEN PROMIS_COGNITIVE_FXN_TSCORE=41.2;
ELSE IF PROMIS_COGNITIVE_FXN_RAW_SUM=6 THEN PROMIS_COGNITIVE_FXN_TSCORE=44.3;
ELSE IF PROMIS_COG+N24NITIVE_FXN_RAW_SUM=7 THEN PROMIS_COGNITIVE_FXN_TSCORE=47.3;
ELSE IF PROMIS_COGNITIVE_FXN_RAW_SUM=8 THEN PROMIS_COGNITIVE_FXN_TSCORE=50.5;
ELSE IF PROMIS_COGNITIVE_FXN_RAW_SUM=9 THEN PROMIS_COGNITIVE_FXN_TSCORE=54.7;
ELSE IF PROMIS_COGNITIVE_FXN_RAW_SUM=10 THEN PROMIS_COGNITIVE_FXN_TSCORE=61.2;","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all questions to receive a t-score.",MRC,"Promis cognitive function 2a",
QOL,"PROMIS Physical Function 6b T-score (range: 21.6-58.7, higher=more function)",Yes,,,C_QLPROMPFT,PROMIS_PHYSICAL_FUNCTION_TSCORE,Num/2.1,Derived,NA,"Continuous / BEST12.

Ppt must answer all questions to receive a t-score.

Mapped raw score to T-score using Physical Function 6b scoring table	
(NOTE: I USED TSCORE MAPPINGS FROM DAC, WHICH DO NOT MATCH PROMIS SCORING MANUAL)
IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=6 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=21.6;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=7 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=25.4;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=8 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=27.5;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=9 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=29.1;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=10 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=30.4;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=11 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=31.5;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=12 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=32.5;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=13 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=33.4;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=14 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=34.3;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=15 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=35.1;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=16 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=36.0;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=17 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=36.8;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=18 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=37.6;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=19 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=38.5;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=20 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=39.3;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=21 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=40.2;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=22 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=41.1;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=23 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=42.1;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=24 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=43.1;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=25 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=44.2;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=26 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=45.4;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=27 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=46.8;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=28 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=48.7;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=29 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=50.9;
ELSE IF PROMIS_PHYSICAL_FUNCTION_RAW_SUM=30 THEN PROMIS_PHYSICAL_FUNCTION_TSCORE=58.7;","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all 6 questions to receive a t-score. For scoring see https://staging.healthmeasures.net/images/PROMIS/manuals/Scoring_Manual_Only/PROMIS_Sleep_Scoring_Manual_03June2022.pdf",HEAL,"Promis physical function 6b",
"Pain interference","PEG Score-3 Item (Pain, Enjoyment of Life and General Activity scale) (range: 0-10, higher=more pain interference)",Yes,,"1) 	 CB Full Dataset
2)	  CB-PAC Dataset
3)	  BH-RC Dataset
4)	  BH-PAC Dataset",C_PIPEGSCORE,C_PEGSCORE,Num/2.1,Derived,NA,"BEST12.
PEG-3 SCORE (range 0-10) calculated as the mean of the following 3 values:
	if visitid=0 then
	  C_PEGSCORE=MEAN(BP1PEG1, BP1PEG2, BP1PEG3 );
	else if visitid in (12, 24, 52, 76, 104) then
	  C_PEGSCORE=MEAN(BP2PEG1, BP2PEG2, BP2PEG3 );
","0, 12, 26, 52, 78, 104",NA,NA,"Ppt does not have to answer all 3 questions to receive a score. At followup calculation is same except BP2 is used for BP1.",HEAL,PEG,
Thoughts/beliefs,"Fear-Avoidance Beliefs Questionnaire  Physical Activity (FABQ-PA) score (range: 0-24, higher=more avoidance)",Yes,,,C_BEFABQS,C_BEFABQS,Num/2.1,Derived,NA,"Continuous/BEST12.
Range 0-24
Ppt does not have to answer all questions to receive a score.
C_FABQSCORE=4*(MEAN(QL1FAWORS,QL1FAHARM,QL1FANOPA,QL1FACANT))
Response options/scoring:
0-6 (0=completely disagree, 6=completely agree)
 NOTE: [QL1FAPAIN] My pain was caused by physical activity [not used in SCORE] ","0, 12, 26, 52, 78, 104",NA,NA,"Ppt does not have to answer all 4 questions to receive a score. Susan will add imputation flag later.",NA,FABQ,
Thoughts/beliefs,"High fear avoidance (FABQ-PA>13)",Yes,,,C_BEFABQH,FEAR_AVOIDANCE_HIGH,Num/1,Derived,NA,"YNF	
0=""0:No""
1=""1:Yes""

IF FEAR_AVOIDANCE_SCORE>13 THEN FEAR_AVOIDANCE_HIGH=1;
ELSE IF 0<=FEAR_AVOIDANCE_SCORE<=13 THEN FEAR_AVOIDANCE_HIGH=0","0, 12, 26, 52, 78, 104",NA,NA,,,,
Thoughts/beliefs,"Multidimensional Assessment of Interoceptive Awareness (MAIA-2): Not-distracting scale (range:0-5, higher=less distracting)",Yes,,,C_BEMAIANOTD,C_MAIANOTDIST,Num/1.1,Derived,NA,"Continuous/BEST12.
Range 0-5
Ppt must answer at least 3 of the 6 questions to receive a subscore.
IF N(QL1MA1TENS_REVERSE,QL1MA1DIST_REVERSE,QL1MA1DISC_REVERSE,QL1MA1IGNR_REVERSE,QL1MA1PUSH_REVERSE,QL1MA1UNPL_REVERSE)>=3 THEN
C_MAIANOTDIST=MEAN(QL1MA1TENS_REVERSE,QL1MA1DIST_REVERSE,QL1MA1DISC_REVERSE,QL1MA1IGNR_REVERSE,QL1MA1PUSH_REVERSE,QL1MA1UNPL_REVERSE)","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer at least 3 of the 6 questions to receive a subscore.",NA,MAIA-2,
Thoughts/beliefs,"Multidimensional Assessment of Interoceptive Awareness (MAIA-2): Emotional awareness scale (range: 0-5, higher=more aware)",Yes,,,C_BEMAIAEMOT,C_MAIAEMOT,Num/1.1,Derived,NA,"Continuous/BEST12.
Range 0-5
Ppt must answer at least 3 of the 5 questions to receive a subscore.
IF N(QL1MA2ANGR,QL1MA2FEEL,QL1MA2DIFF,QL1MA2FREE,QL1MA2HAPY)>=3 THEN
C_MAIAEMOT=MEAN(QL1MA2ANGR,QL1MA2FEEL,QL1MA2DIFF,QL1MA2FREE,QL1MA2HAPY)","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer at least 3 of the 5 questions to receive a subscore.",NA,MAIA-2,
Thoughts/beliefs,"Multidimensional Assessment of Interoceptive Awareness (MAIA-2): Self-regulation of distress scale (range: 0-5, higher=more self-regulation)",Yes,,,C_BEMAIASELF,C_MAIASELFREG,Num/1.1,Derived,NA,"Continuous/BEST12.
Range 0-5
Ppt must answer at least 2 of the 4 questions to receive a subscore.
IF N(QL1MA2OVER,QL1MA2CALM,QL1MA2BRTH,QL1MA2THOT)>=2 THEN
C_MAIASELFREG=MEAN(QL1MA2OVER,QL1MA2CALM,QL1MA2BRTH,QL1MA2THOT)","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer at least 2 of the 4 questions to receive a subscore.",NA,MAIA-2,
Thoughts/beliefs,"Beliefs in Pain Control Questionnaire (BPCQ): Internal control score (range: 1-6, higher=more belief in internal pain control)",Yes,,,C_BEBPQINTCS,INTERNAL_CONTROL_SUBSCALE,Num/1.1,Derived,NA,"Continuous / BEST12.

Ppt does not have to answer all questions to receive a score.

INTERNAL_CONTROL_SUBSCALE=MEAN(ql2bpcare,ql2bpdone,ql2bpfood,ql2bpown,ql2bpresp);","0, 12, 26, 52, 78, 104",NA,NA,"Ppt does not have to answer all questions to receive a score.",,,
Thoughts/beliefs,"Beliefs in Pain Control Questionnaire (BPCQ): Powerful doctors score (range: 1-6, higher=more belief in magic power of drs)",Yes,,,C_BEBPQPDRS,POWERFUL_DOCTORS_SUBSCALE,Num/1.1,Derived,NA,"Continuous / BEST12.

Ppt does not have to answer all questions to receive a score.

POWERFUL_DOCTORS_SUBSCALE=MEAN(ql2bpskil,ql2bpdoc,ql2bphelp,ql2bprelf);","0, 12, 26, 52, 78, 104",NA,NA,"Ppt does not have to answer all questions to receive a score.",,,
Thoughts/beliefs,"Beliefs in Pain Control Questionnaire (BPCQ): Chance happening score (range: 1-6, higher=more belief pain from bad luck)",Yes,,,C_BEBPQCHNCS,CHANCE_HAPPENING_SUBSCALE,Num/1.1,Derived,NA,"Continuous / BEST12.

Ppt does not have to answer all questions to receive a score.

CHANCE_HAPPENING_SUBSCALE=MEAN(ql2bpluck,ql2bpmatr,ql2bphapn,ql2bpnever);","0, 12, 26, 52, 78, 104",NA,NA,"Ppt does not have to answer all questions to receive a score.",,,
Thoughts/beliefs,"Pain Self-Efficacy Questionnaire 4-item version (PSEQ4): Pain self-efficacy score (range: 0-24, higher=more confidence)",Yes,,,C_BEPSEQ4S,C_PSEQ4SCORE,Num/2.1,Derived,"Response options/scoring:
1=Not at all confident
2
3
4
5
6=Completely confident
*NOTE: since the response options in CB were 1-6,
instead of 0-6 (which is the original PSEQ-4 questionnaire
response options), as per Wolf Mehling: the 4 components
will be recoded as follows for the calculation:
1=0
2=1.2
3=2.4
4=3.6
5=4.8
6=6","Continuous/BEST12.

Ppt does not need to answer all questions to receive a score.
PSEQ-4 Item Score is calculated using the re-coded
response options*:
C_PSEQ4SCORE=4*(MEAN(QL2PSCOPE,QL2PSHOBB,QL2PSGOAL,QL2PSNORM))","0, 12, 26, 52, 78, 104",NA,NA,"Ppt does not need to answer all questions to receive a score. No cutpoints",NA,PSEQ,
Thoughts/beliefs,"PCS-6: Pain catastrophizing total score (range: 0-12, higher=more catastrophizing)",Yes,,,C_BEPCS6S,C_BEPCS6S,Num/2.1,Derived,NA,"Continuous/BEST12.
Range 0-12
Ppt does not need to answer all questions to receive sub-scale scores or total score.
Pain catastrophizing total score: C_BEPCS6S = 3*mean(C_PCS6HELP, C_PCS6MAG, C_PCS6RUM)(range 0-12, higher=more catastrophizing) or C_PCS6SCORE=3*(MEAN(C_PCS6HELP,C_PCS6MAG,C_PCS6RUM))","0, 12, 26, 52, 78, 104",NA,NA,"Ppt does not need to answer all questions to receive a score.  From comment: Need to check on this- total of 24 possible points from 6 questions-why is summary scale 0-12?",HEAL,PCS,
Thoughts/beliefs,"Expectation of pain relief over coming 3 months (1=no relief, 10=complete relief)",Yes,,,C_BEPAIN3MOS,QL2EP,Num/2,Raw,"1, 1 - No relief | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 - Complete relief","Format=RELFZ     Possible Values=1,2,3,4,5,6,7,8,9,10 
1: 1 - No relief
2: 2
3: 3
4: 4
5: 5
6: 6
7: 7
8: 8
9: 9
10: 10 - Complete relief","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2","CRF #8b|Q47",PASS-20,NA,"BacPac Biobehavioral WG reccomendations",
"Substance use","Number of alcoholic drinks per week [UCSF Med Questions]",Yes,,,C_SUALCOHOL,"MD1ALC, MD2ALC, MD3ALC, MD4ALC",Num/3,Raw,NA,"Continuous Range: (0 - 100)","0, 12, 26, 52, 78, 104","tblMD1: CRF5a: Lifestyle/Medication Inventory,		 		
tblMD2: CRF5b: Lifestyle/Med Inv, Month 3,	 		 		
tblMD3: CRF5c: Lifestyle/Med Inv, M6,M18,	 		
tblMD4: CRF5d: Lifestyle/Med Inv, M12, M24","CRF #5a|5b|5c|5d|Q2","UCSF Med Questions",HEAL,"BacPac MDS Outcomes Assessment ",
"Substance use","Alcohol substance use disorder (>=monthly)",,,,C_SUALCSUD,"ALCOHOL_SUD ",Num/1,Derived,NA,"YNF	
0=""0:No""
1=""1:Yes""

	IF scnsex in (1, 3, 4) THEN DO;
		IF md1taps1q2 IN (0,1,2) or md2taps1q2 IN (0,1,2) or md4taps1q2 IN (0,1,2) THEN ALCOHOL_SUD=1;
		ELSE IF md1taps1q2 IN (3,4) or md2taps1q2 IN (3,4) or md4taps1q2 IN (3,4) THEN ALCOHOL_SUD=0;
	END;
	ELSE IF scnsex=2 THEN DO;
		IF md1taps1q3 IN (0,1,2) or md2taps1q3 IN (0,1,2) or md4taps1q3 IN (0,1,2) THEN ALCOHOL_SUD=1;
		ELSE IF md4taps1q3 IN (3,4) or md4taps1q3 IN (3,4) or md4taps1q3 IN (3,4) THEN ALCOHOL_SUD=0;
	END;","0, 12, 52, 104",NA,NA,,,,
"Substance use","Problem use of alcohol (any use)",,,,C_SUALCPROB,ALCOHOL_PROBLEM,Num/1,Derived,NA,"YNF	
0=""0:No""
1=""1:Yes""
	
	IF scngenident=1 THEN DO;
		IF md1taps1q2 IN (0,1,2,3) or md2taps1q2 IN (0,1,2,3) or md4taps1q2 IN (0,1,2,3) THEN ALCOHOL_PROBLEM=1;
		ELSE IF md1taps1q2=4 or md2taps1q2=4 or md4taps1q2=4 THEN ALCOHOL_PROBLEM=0;
	END;
	ELSE IF scngenident=2 THEN DO;
		IF md1taps1q3 IN (0,1,2,3) or md2taps1q3 IN (0,1,2,3) or md4taps1q3 IN (0,1,2,3) THEN ALCOHOL_PROBLEM=1;
		ELSE IF md1taps1q3=4 or  md2taps1q3=4 or  md4taps1q3=4 THEN ALCOHOL_PROBLEM=0;
	END;","0, 12, 52, 104",NA,NA,,,,
"Substance use","Illicit drugs substance use disorder (any use)",,,,C_SUDRUGSUD,DRUG_PROBLEM,Num/1,Derived,NA,"YNF	
0=""0:No""
1=""1:Yes""

	IF md1taps1q4 IN (0,1,2,3) or md2taps1q4 IN (0,1,2,3) or md4taps1q4 IN (0,1,2,3) THEN DRUG_PROBLEM=1;
	ELSE IF md1taps1q4=4 or md2taps1q4=4 or md4taps1q4=4 THEN DRUG_PROBLEM=0;","0, 12, 52, 104",NA,NA,,,,
"Substance use","Problem use of illicit drugs (any use)",,,,C_SUDRUGPROB,DRUG_PROBLEM,Num/1,Derived,NA,"YNF	
0=""0:No""
1=""1:Yes""

	IF md1taps1q4 IN (0,1,2,3) or md2taps1q4 IN (0,1,2,3) or md4taps1q4 IN (0,1,2,3) THEN DRUG_PROBLEM=1;
	ELSE IF md1taps1q4=4 or md2taps1q4=4 or md4taps1q4=4 THEN DRUG_PROBLEM=0;","0, 12, 52, 104",NA,NA,"same as DRUG_SUD",,,
"Substance use","Prescription drugs substance use disorder (any use)",,,,C_SURXSUD,RX_PROBLEM,Num/1,Derived,NA,"YNF	
0=""0:No""
1=""1:Yes""

	IF md1taps1q5 IN (0,1,2,3) or md2taps1q5 IN (0,1,2,3) or md4taps1q5 IN (0,1,2,3) THEN RX_PROBLEM=1;
	ELSE IF md1taps1q5=4 or md2taps1q5=4 or md4taps1q5=4 THEN RX_PROBLEM=0;","0, 12, 52, 104",NA,NA,,,,
